Timestamp,1. What is your age?,2. Gender,3. What is your academic level?,4. What is your field of study?,5. Have you had prior experience with AI tools?,6. How frequently do you use ChatGPT?,7. For what purposes do you primarily use ChatGPT? (Select all that apply),8. How much time do you spend using ChatGPT per week?,9. Do you believe ChatGPT has improved your research efficiency?,10. Has ChatGPT enhanced the quality of your writing?,11. Has ChatGPT increased your understanding of complex concepts?,12. What other benefits have you experienced from using ChatGPT?,13. Do you think you have become overly reliant on ChatGPT?,14. Are you concerned about plagiarism when using ChatGPT?,15. Has using ChatGPT impacted your critical thinking skills?,16. What other drawbacks have you experienced from using ChatGPT? ,17. Has your approach to research changed due to ChatGPT?,18. Has ChatGPT shifted your writing style?,19. Do you find yourself relying more on AI tools since using ChatGPT?,20. What other changes have you noticed in your learning habits?,21. How has ChatGPT influenced your academic performance? 
27/09/2024 15:48:48,20,Male,Undergraduated,Other,Yes,Weekly,"Research, General knowledge",1-3 hours,Strongly agree,Strongly agree,Neutral,,Neutral,Agree,Agree,,Strongly agree,Agree,Agree,,
27/09/2024 16:01:14,21,Male,Undergraduated,Business and Accounting,No,Weekly,"Research, Writing, General knowledge",Less than 1 hour,Agree,Agree,Agree,I my experience chatgpt is the best tool for learning and research things and also help in over academic course only one click I can find may things,Neutral,Agree,Agree,Sorry,Neutral,Agree,Disagree,There are many think we can learn new one ,It's can help my academic performance because I can quickly complete the tasks
27/09/2024 16:02:01,23,Female,Undergraduated,Medical Science,Yes,Daily,Research,Less than 1 hour,Strongly agree,Strongly agree,Strongly agree,Yes,Strongly,Strongly agree,Strongly agree,Need more information ,Strongly agree,Strongly Agree,Agree,Need more information ,Yes
27/09/2024 16:11:52,18,Male,Undergraduated,Civil Engineering,Yes,Weekly,"Research, Writing, Homework assistance",1-3 hours,Strongly agree,Strongly agree,Agree,I simplifies our work and helps us in every field.,Neutral,Neutral,Agree,It has developed a feeling of relief and we strongly depend on chat gpt for assignments and etc,Agree,Agree,Agree,I do not do critical thinking and whatever i find difficult i search it on chat gpt,Yes it has helped me improve my academic performance.
27/09/2024 16:15:42,18,Male,Undergraduated,Computer Science,Yes,Weekly,"Research, Writing, General knowledge, Other",1-3 hours,Agree,Agree,Agree,It makes things easier and adopt a approach which is sometimes more practical and reliable then most of the teachers.,Neutral,Neutral,Neutral,"Not good for the students who are beginners in coding. They have to write codes on their own, which imorove there logic building and provlem solving after that they can use chatgpt.",Agree,Neutral,Agree,"I increase my vocabulary, learn new perspectives, and lot more.","Its 70 to 30 % . 70 in a good way and 30 like its make me a little lazy, because you don't have to wonder on different sites for content, that is done by chatgpt for you."
27/09/2024 16:15:57,19,Male,Undergraduated,Software Engineering,Yes,Weekly,Homework assistance,Less than 1 hour,Strongly agree,Agree,Neutral,Don’t know,Agree,Agree,Strongly agree,Lack of creativity ,Strongly agree,Neutral,Agree,Haven’t noticed anything yet,In a good way i guess
27/09/2024 16:16:09,19,Male,Undergraduated,Software Engineering,Yes,Weekly,Homework assistance,Less than 1 hour,Agree,Agree,Agree,,Neutral,Agree,Agree,,Neutral,Neutral,Agree,I do not learn from notes now just chat gpt it,It has influenced it very much 
27/09/2024 16:17:40,19,Male,Undergraduated,Software Engineering,Yes,Rarely,Homework assistance,Less than 1 hour,Neutral,Disagree,Agree,,Strongly,Neutral,Strongly agree,,Neutral,Neutral,Agree,We learn a lot of knowledge from chatgpt ,
27/09/2024 16:19:19,20,Male,Undergraduated,Civil Engineering,Yes,Weekly,"Research, Homework assistance",1-3 hours,Agree,Agree,Strongly agree,,Agree,Strongly agree,Neutral,,Agree,Agree,Agree,,
27/09/2024 16:21:53,19,Female,Undergraduated,Other,Yes,Rarely,Homework assistance,Less than 1 hour,Agree,Agree,Neutral,Good,Neutral,Agree,Neutral,Acha ,Agree,Agree,Neutral,Yes,Good
27/09/2024 16:27:34,under 15,Prefer not to say,High school,Aerospace Engineering,No,Never,Other,7 hours or more,Disagree,Disagree,Disagree,No,Disagree,Disagree,Disagree,No,Neutral,Strongly disagree,Disagree,No,Yes
27/09/2024 16:32:58,20,Male,Undergraduated,Business and Accounting,Yes,Daily,"Research, Homework assistance",1-3 hours,Agree,Strongly agree,Neutral,Great experience ,Neutral,Agree,Neutral,Nothing special ,Agree,Neutral,Neutral,,
27/09/2024 16:33:26,20,Female,Undergraduated,Software Engineering,Yes,Daily,Research,Less than 1 hour,Strongly agree,Agree,Agree,It has helped me a lot regarding my education ,Agree,Strongly agree,Agree,Limited explanation,Neutral,Disagree,Agree,"After gpt, I am mostly relying on it regarding studies",It has always given quick access to relevant information 
27/09/2024 16:34:02,23,Male,Undergraduated,Software Engineering,Yes,Weekly,"Homework assistance, Other",1-3 hours,Agree,Neutral,Strongly agree,,Disagree,Neutral,Strongly disagree,,Strongly disagree,Agree,Neutral,,
27/09/2024 16:35:21,35,Female,Graduated,Other,Yes,Daily,Other,Less than 1 hour,Agree,Agree,Agree,My experience is good,Agree,Agree,Agree,,Disagree,Agree,Agree,I have alot of knowledge,It's helpful in study
27/09/2024 16:45:52,21,Male,High school,Other,Yes,Rarely,"Research, General knowledge",Less than 1 hour,Agree,Neutral,Agree,,Disagree,Disagree,Disagree,,Disagree,Disagree,Agree,none,
27/09/2024 16:48:42,19,Male,Undergraduated,Computer Science,Yes,Weekly,"Writing, Homework assistance, General knowledge",1-3 hours,Neutral,Agree,Neutral,,Agree,Agree,Agree,,Neutral,Neutral,Agree,No changes to be honest.,Has it has by long shot.
27/09/2024 17:24:42,20,Female,High school,Other,Yes,Weekly,Writing,1-3 hours,Strongly agree,Neutral,Agree,,Strongly,Agree,Strongly agree,,Strongly agree,Strongly Agree,Agree,,
27/09/2024 17:34:23,18,Female,High school,Computer Science,No,Weekly,General knowledge,Less than 1 hour,Agree,Agree,Agree,It give detail explanation,Agree,Agree,Agree,They repeated there answer,Agree,Agree,Agree,I don't need any other help from the any other person,It's save our time
27/09/2024 17:41:42,20,Female,Undergraduated,Business and Finance,Yes,Weekly,Research,Less than 1 hour,Agree,Neutral,Agree,Sometimes it gives very long and complicated answers. ,Disagree,Strongly agree,Neutral,It does give detailed answers but some of the information sometimes is not relevant to our field.,Agree,Neutral,Disagree,"Nothing, just something's which answers are not precised in google, chat gpt answers them effectively.",It has improved my academic knowledge relevant to my field.
27/09/2024 17:47:15,20,Female,Undergraduated,Medical Science,No,Daily,Research,Less than 1 hour,Agree,Agree,Agree,Very useful ,Neutral,Agree,Neutral,Nothing ,Neutral,Agree,Agree,Nothing ,Nothing 
27/09/2024 17:50:36,25,Female,Graduated,Other,Yes,Daily,"Research, Writing, Homework assistance, General knowledge",4-6 hours,Strongly agree,Agree,Strongly agree,,Neutral,Strongly agree,Neutral,,Strongly agree,Agree,Agree,,
27/09/2024 17:59:00,23,Male,Undergraduated,Computer Science,Yes,Daily,Homework assistance,1-3 hours,Strongly agree,Strongly agree,Strongly agree,Understanding programming concepts ,Disagree,Neutral,Strongly agree,Lack of critical thinking ,Agree,Agree,Agree,More fast learning ,Its like a personal assistant 
27/09/2024 18:16:01,20,Female,Undergraduated,Business and Accounting,No,Never,General knowledge,Less than 1 hour,Neutral,Neutral,Neutral,I dont know what is chat gpt so i have no experienced of it n not know any more about that.,Neutral,Neutral,Neutral,As i said i dont know about any thing of chatGPT.,Neutral,Neutral,Neutral,Not aa such,No
27/09/2024 18:18:10,34,Female,Graduated,Science and Technology,No,Monthly,Writing,Less than 1 hour,Agree,Agree,Agree,It improved my understanding ,Neutral,Neutral,Agree,Nothing,Agree,Agree,Agree,I started researching very well and learnt alot of things,It inhanced my learning skills
27/09/2024 18:42:38,21,Female,Undergraduated,Software Engineering,Yes,Weekly,Other,Less than 1 hour,Neutral,Neutral,Neutral,,Agree,Agree,Neutral,,Neutral,Neutral,Neutral,,
27/09/2024 18:44:19,19,Female,Undergraduated,Computer Science,No,Weekly,"Research, Writing, Homework assistance, General knowledge",1-3 hours,Agree,Agree,Agree,,Neutral,Agree,Agree,Lack of own skill,Agree,Agree,Agree,dependent on internet ,yes
27/09/2024 19:09:19,18,Male,Undergraduated,Other,Yes,Weekly,"Writing, Homework assistance, General knowledge",1-3 hours,Agree,Neutral,Agree,,Agree,Strongly agree,Agree,,Strongly agree,Neutral,Agree,,
27/09/2024 19:28:26,21,Male,Undergraduated,Computer Science,No,Daily,"Research, General knowledge",1-3 hours,Agree,Agree,Strongly agree,Show more results for one problem ,Neutral,Agree,Agree,It's a blowing up mind,Agree,Disagree,Neutral,Speed up ,Research assistant and idea generator 
27/09/2024 19:35:43,20,Female,Undergraduated,Software Engineering,Yes,Weekly,"Research, Homework assistance, Other",1-3 hours,Disagree,Strongly Disagree,Neutral,No benefits ,Strongly,Neutral,Strongly agree,Xfyru,Neutral,Agree,Agree,No thing we totally started to rely on chat gpt for assignments,In a pathetic way
27/09/2024 19:37:01,19,Male,Undergraduated,Computer Science,Yes,Weekly,"Writing, Homework assistance",1-3 hours,Agree,Neutral,Agree,When i couldn't understand some topics in class then intead of watching long youtube tutorials i just get that knowledge from ChatGPT or Bing Copilot ,Neutral,Neutral,Agree,According to my experienced i think my critical thinking is getting effected in a negative way since i am using ChatGPT,Strongly agree,Agree,Agree,I've become lazy but less stressed about assignments,"Yes, but in a positive way."
27/09/2024 19:38:04,21,Male,Undergraduated,Business and Accounting,Yes,Daily,"Research, Writing",Less than 1 hour,Neutral,Agree,Neutral,,Neutral,Neutral,Disagree,it has some flaws,Disagree,Neutral,Neutral,nil,
27/09/2024 19:40:14,21,Male,Undergraduated,Medical Science,No,Rarely,General knowledge,Less than 1 hour,Agree,Strongly agree,Agree,Good ,Agree,Agree,Agree,Not thinking by my self,Agree,Agree,Agree,Nothing ,Yes
27/09/2024 19:42:50,22,Female,Undergraduated,Arts and Humanities,Yes,Daily,General knowledge,Less than 1 hour,Agree,Strongly agree,Agree,Its good for short time to understand  thing,Agree,Neutral,Disagree,Good for student ,Agree,Agree,Disagree,I eqsy understand  thing though  ChatGPT ,Good
27/09/2024 19:48:23,28,Male,Undergraduated,Business and Accounting,Yes,Rarely,Research,Less than 1 hour,Agree,Agree,Strongly agree,It's Good nd easy To understand every Thing with Full details ,Disagree,Disagree,Neutral,Nothing,Agree,Neutral,Neutral,Nothing ,Nothing 
27/09/2024 19:51:23,19,Female,High school,Computer Science,Yes,Daily,"Research, Writing, Homework assistance, General knowledge, Other",1-3 hours,Strongly agree,Agree,Agree,,Neutral,Agree,Neutral,,Agree,Agree,Agree,Now it is easy to understand different concept in limited time with detailed understanding.,Very much.
27/09/2024 19:51:49,24,Male,Undergraduated,Other,Yes,Rarely,Writing,Less than 1 hour,Agree,Agree,Agree,collecting information through ai is very easy ,Agree,Agree,Strongly agree,,Agree,Neutral,Disagree,No ,Yeah
27/09/2024 20:08:35,19,Female,Undergraduated,Computer Science,Yes,Weekly,"Research, Writing, Homework assistance",1-3 hours,Neutral,Neutral,Agree,,Neutral,Strongly agree,Neutral,,Disagree,Disagree,Agree,,
27/09/2024 20:15:51,21,Male,Undergraduated,Business and Accounting,Yes,Weekly,"Research, Homework assistance",Less than 1 hour,Agree,Disagree,Neutral,Things become Easier to search which were complex with Google ,Strongly disagree,Neutral,Disagree,Majority of time chat gpt answer were not Right ,Neutral,Strongly disagree,Disagree,Only thing become quicker ,Not alot
27/09/2024 20:28:04,20,Female,Undergraduated,Computer Science,Yes,Daily,"Writing, Other",Less than 1 hour,Neutral,Neutral,Neutral,,Neutral,Neutral,Neutral,,Strongly agree,Neutral,Neutral,Nothing special,Yeah lil bit
27/09/2024 20:43:00,20,Male,Undergraduated,Computer Science,Yes,Weekly,Homework assistance,4-6 hours,Agree,Agree,Agree,I used chat gpt for education purpose .,Neutral,Neutral,Agree,Nothing ,Disagree,Agree,Disagree,Improve Sense of thinking ,Impressed 
27/09/2024 20:59:18,19,Female,Undergraduated,Computer Science,Yes,Daily,Homework assistance,1-3 hours,Neutral,Agree,Strongly agree,Betterment in my vocabulary.,Disagree,Strongly agree,Agree,Sometimes answers are accurate.,Agree,Agree,Agree,My thinking became limited.,If i found any difficulty in my task i immediately open chatgpt instead of solving it through my own brain.
27/09/2024 20:59:24,26,Male,Graduated,Other,Yes,Daily,Other,1-3 hours,Agree,Agree,Agree,To find errors in code. ,Agree,Disagree,Agree,It destroy the creativity. ,Agree,Agree,Agree,Decrease the brain stromming ,To solve problems 
27/09/2024 21:00:31,19,Female,High school,Other,Yes,Weekly,Writing,Less than 1 hour,Strongly agree,Strongly agree,Agree,,Neutral,Agree,Disagree,,Strongly agree,Strongly Agree,Agree,,
27/09/2024 21:01:20,18,Male,High school,Other,Yes,Daily,Writing,1-3 hours,Strongly agree,Agree,Neutral,,Strongly,Strongly agree,Neutral,,Strongly agree,Agree,Neutral,,
27/09/2024 21:01:54,19,Male,Undergraduated,Computer Science,Yes,Monthly,Research,Less than 1 hour,Agree,Agree,Neutral,Alternate and Easyway For better Understanding OF topic,Disagree,Agree,Disagree,,Disagree,Agree,Disagree,Organised way to Live life,"Yea it do < in sense of Learning Purpose but mostly it messes up and i say GPT ur wrong and Then GPt replies MY apologies , so Human Mind Is more powerful than GPT cuz human mind design this ;)"
27/09/2024 21:02:14,23,Male,Undergraduated,Business and Finance,Yes,Daily,Research,Less than 1 hour,Strongly agree,Strongly agree,Strongly agree,,Agree,Neutral,Neutral,,Agree,Neutral,Neutral,,
27/09/2024 21:02:59,19,Male,High school,Other,Yes,Daily,Writing,1-3 hours,Strongly agree,Agree,Neutral,,Neutral,Neutral,Disagree,,Agree,Agree,Agree,,
27/09/2024 21:03:50,17,Male,High school,Other,Yes,Daily,Writing,Less than 1 hour,Strongly agree,Agree,Neutral,,Strongly,Agree,Neutral,,Strongly agree,Agree,Agree,,
27/09/2024 21:04:42,22,Female,Undergraduated,Medical Science,Yes,Daily,"Writing, Homework assistance",Less than 1 hour,Strongly agree,Strongly agree,Agree,,Strongly,Strongly agree,Strongly agree,,Strongly agree,Neutral,Agree,,
27/09/2024 21:05:11,20,Male,High school,Medical Science,No,Monthly,Writing,Less than 1 hour,Agree,Agree,Agree,It give details explanation ,Agree,Agree,Agree,They repeat there answer ,Agree,Agree,Agree,I don't need any other help from the any other person ,It is save our time 
27/09/2024 21:05:39,16,Male,High school,Other,Yes,Monthly,General knowledge,Less than 1 hour,Agree,Strongly agree,Strongly agree,,Agree,Agree,Agree,,Strongly agree,Neutral,Neutral,,
27/09/2024 21:07:32,21,Male,Undergraduated,Computer Science,Yes,Daily,Research,1-3 hours,Strongly agree,Strongly agree,Agree,Many more,Neutral,Agree,Agree,Plagraism,Agree,Agree,Agree,Gg,Sd
27/09/2024 21:08:57,18,Female,High school,Computer Science,No,Weekly,Writing,1-3 hours,Agree,Agree,Agree,It give detail explanation,Agree,Agree,Agree,They repeated there answer,Agree,Agree,Agree,I don't need any other help from the any other person,It's save our time
27/09/2024 21:52:09,24,Male,Graduated,Electrical Engineering,Yes,Weekly,"Research, Writing, General knowledge",1-3 hours,Strongly agree,Agree,Neutral,it gives quick response,Neutral,Agree,Disagree,,Agree,Neutral,Agree,,
27/09/2024 21:53:36,22,Female,Undergraduated,Software Engineering,Yes,Daily,"Writing, Homework assistance",1-3 hours,Strongly agree,Agree,Agree,,Strongly,Agree,Neutral,,Neutral,Agree,Neutral,,
27/09/2024 21:54:27,17,Male,High school,Computer Science,Yes,Weekly,Homework assistance,Less than 1 hour,Strongly agree,Agree,Agree,Help in studies ,Agree,Agree,Agree,Nothing,Agree,Agree,Agree,,
27/09/2024 21:54:40,19,Female,Undergraduated,Computer Science,Yes,Daily,Homework assistance,4-6 hours,Strongly agree,Disagree,Strongly agree,,Disagree,Neutral,Strongly agree,,Neutral,Neutral,Agree,,
27/09/2024 21:55:43,20,Male,Undergraduated,Other,No,Weekly,Homework assistance,4-6 hours,Disagree,Agree,Neutral,No,Agree,Agree,Agree,,Agree,Neutral,Agree,Just mobile use and watch vlogs ,Wasting 
27/09/2024 21:55:49,20,Female,Undergraduated,Business and Finance,Yes,Weekly,Homework assistance,1-3 hours,Strongly agree,Strongly agree,Strongly agree,,Agree,Agree,Agree,,Neutral,Agree,Agree,,
27/09/2024 21:57:56,19,Male,Undergraduated,Electrical Engineering,Yes,Daily,Research,1-3 hours,Agree,Agree,Agree,Beside research it can also help in other terms like life concepts any much more,Neutral,Neutral,Agree,Not any untill now...,Agree,Agree,Neutral,"Well, by using ChatGPT concepts become easier to understand ...",ChatGPT has a good Impact on my Academic Performance...
27/09/2024 21:58:21,23,Female,Undergraduated,Business and Accounting,Yes,Daily,"Research, Homework assistance",1-3 hours,Agree,Strongly agree,Neutral,,Agree,Neutral,Agree,,Neutral,Disagree,Agree,,
27/09/2024 22:01:55,18,Female,Undergraduated,Electrical Engineering,Yes,Monthly,"Homework assistance, General knowledge",1-3 hours,Agree,Strongly agree,Neutral,,Agree,Neutral,Strongly agree,,Agree,Strongly Agree,Agree,,
27/09/2024 22:03:54,23,Female,Undergraduated,Software Engineering,Yes,Rarely,Homework assistance,Less than 1 hour,Strongly agree,Agree,Neutral,,Agree,Neutral,Strongly agree,,Agree,Neutral,Agree,,
27/09/2024 22:05:08,18,Male,Undergraduated,Software Engineering,Yes,Rarely,"Homework assistance, General knowledge",Less than 1 hour,Neutral,Neutral,Neutral,,Disagree,Neutral,Neutral,,Agree,Neutral,Agree,,
27/09/2024 22:15:23,21,Female,Undergraduated,Mechanical Engineering,Yes,Weekly,Homework assistance,Less than 1 hour,Neutral,Neutral,Neutral,Chtgpt help me in making reports nd assignments,Disagree,Neutral,Strongly agree,It make students lazy.. And due to chtgpt their is lack of interest in students especially cs students ,Strongly agree,Strongly Agree,Disagree,Year back i put effort in making assignments.. I do alot of research but now whenever i need to make assignment i just go to chtgpt and make my assignment just in 15 min,Im not dependent on chatgpt as asuch so it's make no difference for me
27/09/2024 22:19:40,23,Male,Undergraduated,Computer Science,No,Monthly,Other,Less than 1 hour,Agree,Neutral,Agree,Easily to find different answers,Neutral,Disagree,Neutral,Not give answer more correctly,Agree,Agree,Agree,It is easy to find any question answer.,Yes
27/09/2024 22:46:41,17,Male,High school,Medical Science,Yes,Daily,"Research, Homework assistance, Other",Less than 1 hour,Strongly agree,Strongly agree,Strongly agree,,Neutral,Agree,Strongly disagree,,Agree,Neutral,Neutral,,
27/09/2024 22:51:56,23,Male,Undergraduated,Business and Finance,Yes,Weekly,"Research, Homework assistance, General knowledge",Less than 1 hour,Neutral,Neutral,Agree,Summarizing papers,Strongly disagree,Agree,Disagree,giving wrong information,Disagree,Disagree,Disagree,No real changes,stayed the same
27/09/2024 22:58:44,20,Female,Undergraduated,Other,Yes,Daily,"Research, Homework assistance, General knowledge",1-3 hours,Agree,Agree,Strongly agree,,Agree,Strongly agree,Neutral,become kinda lazy to do the manual research,Agree,Neutral,Agree,,improved my writing and understanding
27/09/2024 23:02:00,17,Male,Undergraduated,Science and Technology,Yes,Rarely,"Research, General knowledge, Other",Less than 1 hour,Agree,Strongly Disagree,Neutral,,Strongly disagree,Strongly Disagree,Strongly disagree,Due To My Smart Use I Have Not Experienced Even One Negative Effect Of Using ChatGPT,Neutral,Disagree,Disagree,None Due To Controlled Use,In No Way
27/09/2024 23:28:48,20,Male,Undergraduated,Business and Accounting,Yes,Daily,"Research, Homework assistance",Less than 1 hour,Strongly agree,Strongly agree,Strongly agree,I make  easy for writing each and everything on each and every topic ,Strongly,Strongly agree,Strongly agree,I make us lazy  we can used it each and every work we cannot use our own mind,Agree,Agree,Agree,Maybe ,I make a good impact on it
27/09/2024 23:42:25,17,Male,High school,Medical Science,No,Rarely,Other,Less than 1 hour,Agree,Agree,Agree,,Disagree,Strongly Disagree,Strongly disagree,,Strongly agree,Agree,Neutral,,
27/09/2024 23:56:16,18,Male,High school,Other,Yes,Weekly,"Research, Writing, General knowledge, Other",Less than 1 hour,Agree,Agree,Agree,Help in study ,Neutral,Agree,Agree,Good ,Neutral,Agree,Agree,Learning a lot,Yss
28/09/2024 00:25:38,24,Female,Graduated,Other,No,Weekly,Research,Less than 1 hour,Neutral,Neutral,Neutral,,Neutral,Neutral,Neutral,Answer are sometimes not exactly correct on nonpaid version,Neutral,Neutral,Neutral,I try to confirm my answer is correct or not using chatgpt,In good way
28/09/2024 01:06:25,24,Female,Undergraduated,Agriculture,Yes,Monthly,Writing,4-6 hours,Neutral,Neutral,Neutral,,Disagree,Disagree,Strongly agree,,Disagree,Disagree,Agree,,
28/09/2024 01:26:33,20,Male,Undergraduated,Computer Science,Yes,Daily,Research,Less than 1 hour,Agree,Agree,Strongly agree,Bla bla bla,Agree,Agree,Agree,Bla bla bla ,Agree,Strongly Agree,Agree,Bla bla bla ,Bla bla bla 
28/09/2024 01:58:29,under 15,Prefer not to say,High school,Other,Yes,Rarely,"General knowledge, Other",Less than 1 hour,Strongly disagree,Strongly Disagree,Strongly disagree,I mostly use it for fun,Strongly disagree,Strongly agree,Strongly disagree,Some other students use it to cheat,Strongly disagree,Strongly disagree,Disagree,"None, I dislike the use of generative AI","It hasn't personally, I prefer to write my own things"
28/09/2024 05:39:33,18,Male,High school,Medical Science,Yes,Weekly,"Research, Writing, Homework assistance, General knowledge, Other",Less than 1 hour,Strongly agree,Strongly agree,Strongly agree,Got knowledge about other things and ideas which are helpful in my daily life routine ,Neutral,Neutral,Agree,Some knowledge is wrong which impact not only students thinking but also the adults,Agree,Agree,Agree,"Writing skills, learning skills, knowledge got rich about many things which are unknown for me before.",Yes
28/09/2024 06:07:18,19,Male,Undergraduated,Computer Science,Yes,Daily,"Research, Writing, Homework assistance",1-3 hours,Strongly agree,Strongly agree,Strongly agree,.,Strongly,Strongly agree,Strongly agree,.,Strongly agree,Agree,Agree,..,..
28/09/2024 06:47:56,16,Male,High school,Computer Science,No,Rarely,"Research, Writing, Homework assistance, General knowledge, Other",Less than 1 hour,Agree,Agree,Agree,Many more ,Neutral,Disagree,Strongly disagree,Nothing ,Agree,Neutral,Disagree,Concepts ,By giving answer of everything 
28/09/2024 07:27:53,30,Female,Graduated,Arts and Humanities,No,Rarely,General knowledge,Less than 1 hour,Agree,Agree,Strongly agree,It's explain in detail ,Agree,Strongly agree,Strongly agree,No,Agree,Agree,Agree,Nothing ,No
28/09/2024 07:44:05,18,Male,Undergraduated,Medical Science,No,Weekly,Research,Less than 1 hour,Agree,Neutral,Neutral,,Neutral,Neutral,Neutral,,Neutral,Neutral,Disagree,,
28/09/2024 07:58:52,19,Male,Undergraduated,Arts and Humanities,Yes,Rarely,Research,1-3 hours,Neutral,Neutral,Agree,Help in study,Neutral,Neutral,Agree,Research ,Neutral,Agree,Neutral,Knows about new things ,Better 
28/09/2024 08:24:13,20,Male,High school,Arts and Humanities,Yes,Daily,"Homework assistance, General knowledge, Other",1-3 hours,Agree,Strongly agree,Agree,A loot of benefits ,Agree,Agree,Agree,Very useful and very important thing for everyone ,Strongly agree,Strongly Agree,Agree,We can find everything from ChatGPT,Its a very strong and a great way to solve any kind of situation 
28/09/2024 08:54:26,22,Male,High school,Business and Finance,No,Never,General knowledge,Less than 1 hour,Agree,Disagree,Agree,Answer all questions ,Disagree,Neutral,Strongly agree,Good,Agree,Disagree,Neutral,Yes,Yes
28/09/2024 10:10:42,28,Male,Graduated,Other,Yes,Rarely,"Writing, General knowledge",Less than 1 hour,Agree,Agree,Agree,,Disagree,Neutral,Neutral,,Agree,Agree,Agree,Yes,
28/09/2024 10:44:41,19,Male,High school,Computer Science,Yes,Daily,General knowledge,Less than 1 hour,Agree,Agree,Agree,I got information and more cleared view about the things. ,Neutral,Neutral,Neutral,It's sometimes didn't work,Agree,Neutral,Neutral,I need to know things more clearly,Very good at teaching
28/09/2024 11:14:38,22,Male,Graduated,Aerospace Engineering,Yes,Daily,Other,Less than 1 hour,Disagree,Disagree,Neutral,rephrasing ,Disagree,Disagree,Neutral,creativity,Disagree,Disagree,Agree, I have started getting easier examples from Chat gpt,
28/09/2024 11:29:04,23,Male,Undergraduated,Computer Science,Yes,Daily,Research,Less than 1 hour,Strongly agree,Strongly agree,Strongly agree,Fast study,Agree,Disagree,Agree,Over dependence ,Agree,Neutral,Agree,Using ai to understand topics,Its like a personal assistant 
28/09/2024 11:57:03,21,Male,Undergraduated,Computer Science,Yes,Weekly,"Research, Homework assistance, General knowledge",1-3 hours,Strongly agree,Agree,Agree,,Neutral,Agree,Neutral,,Agree,Disagree,Neutral,,
28/09/2024 12:52:21,21,Female,Undergraduated,Software Engineering,Yes,Weekly,"Research, Writing, Homework assistance, General knowledge, Other",1-3 hours,Agree,Strongly agree,Agree,Creating my own course notes easily or being able to plan a schedule more easily,Strongly,Strongly agree,Strongly agree,Becoming too self reliant has made me unable to properly think on my own,Agree,Strongly Agree,Agree,Unable to read course books or anything that has a lot of text instead just straight up summarize the chapter from chatgpt,I would say it helped me reduce the time I spent on looking for resources and stuff but it has reduced my ability to like do it myself
28/09/2024 13:16:45,18,Male,Undergraduated,Computer Science,Yes,Weekly,"Research, General knowledge",Less than 1 hour,Strongly agree,Agree,Strongly agree,"Its interface is user friendly. Besides this, Its algorithm is excellent like it gives exactly the same answer as I would have expected from it in my mind.",Neutral,Neutral,Disagree,,Strongly agree,Agree,Neutral,,
28/09/2024 13:17:30,20,Male,Undergraduated,Other,Yes,Daily,Other,4-6 hours,Agree,Strongly agree,Strongly agree,It help to make difficult concept understanding into simple and provide wide range of information. ,Agree,Neutral,Agree,,Agree,Agree,Agree,"It reduce my time, provide simple and Detailed information which change my point of view about study. ",It improve my research and concept of difficult topics. 
28/09/2024 13:23:16,20,Male,Undergraduated,Other,Yes,Weekly,"Research, Writing, Homework assistance",Less than 1 hour,Agree,Agree,Agree,,Agree,Neutral,Neutral,,Agree,Neutral,Agree,,
28/09/2024 13:23:37,20,Female,Undergraduated,Medical Science,No,Rarely,Research,Less than 1 hour,Agree,Agree,Agree,it helps me getting the answers quickly ,Disagree,Neutral,Neutral,it makes us lethargic,Neutral,Neutral,Agree,None,helps a lot
28/09/2024 17:13:31,19,Female,Undergraduated,Computer Science,Yes,Daily,"Research, Writing, Homework assistance, General knowledge",1-3 hours,Neutral,Agree,Agree,,Neutral,Agree,Strongly agree,,Strongly agree,Strongly Agree,Agree,,
28/09/2024 17:17:15,20,Female,Undergraduated,Computer Science,Yes,Monthly,Homework assistance,Less than 1 hour,Agree,Neutral,Strongly agree,Easier to find information that doesn't appear in google results,Disagree,Strongly agree,Neutral,Information it gives can be incorrect sometimes. I have to use my own judgement,Agree,Neutral,Agree,,
28/09/2024 18:04:56,27,Female,Undergraduated,Other,Yes,Weekly,"Research, Writing",1-3 hours,Strongly agree,Agree,Agree,ChatGPT has access to a vast amount of knowledge and provides a wide range of information on each topic as well as understand and fenerate human-like language ,Strongly,Agree,Agree,Not Always correct. Sometimes provide confusing and misleading information and ,Neutral,Disagree,Agree,I'm no longer a creative writer who writes independently of thought,ChatGPT influenced in both ways; it can positively enhance research efficiency and idea generation but negativelyit facilitate plagiarism and undermine critical thinking 
28/09/2024 19:39:44,23,Female,Undergraduated,Other,Yes,Weekly,Writing,Less than 1 hour,Strongly agree,Strongly agree,Strongly agree,nill,Strongly,Disagree,Strongly agree,nill,Strongly agree,Strongly Agree,Agree,nill,nill
28/09/2024 19:53:37,21,Male,Undergraduated,Other,No,Never,Writing,Less than 1 hour,Agree,Agree,Agree,Chatgtp is an good application for students ,Agree,Agree,Agree,Yes,Agree,Agree,Agree,No,Yes
28/09/2024 19:57:37,21,Female,Undergraduated,Computer Science,Yes,Daily,"Writing, Homework assistance, General knowledge",4-6 hours,Agree,Agree,Agree,Getting knowledge about new trends and technologies. ,Agree,Agree,Agree,Totally making reliable on gpt is the biggest drawback I have experienced ,Agree,Agree,Agree,Interactive learning platform.,"It works lika a working assistant, idea generator and much more ."
